codigo,cpf,nome,nascimento,Descricao,estado-civil,cep,bairro,cidade,uf,fone,celular,email,data-pri,data-ult,limite,sexo,Nro-Compras,Idade
2761,24008437088,SAMUEL ARAUJO COSTA GONCALVES,1992-05-21,CLIENTE ATIVO,,34800000,JOSE BRANDAO,CAETE,MG,,37994330555,samuel_002761@sgasoft.com.br,2008-01-22,2024-11-13,680.0,Masculino,51,32
2763,32062896298,ANA BEZERRA RIBEIRO PIRES,2064-06-29,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,9196712986,32992220493,ana_002763@sgasoft.com.br,1996-07-11,2024-11-09,0.0,Feminino,112,60
2766,55043104074,ANDRE SILVA DIAS GOMES,1991-01-28,CLIENTE ATIVO,OUTROS,34515100,V.SANTA CRUZ,SABARA,MG,9196711616,30947403503,andre_002766@sgasoft.com.br,2008-01-23,2024-05-10,500.0,Masculino,18,34
2768,64098563185,BRUNA BRAGA COELHO ALVES,2070-02-16,CLIENTE ATIVO,,32110000,PARQUE RECREIO,CONTAGEM,MG,92168172,35765503,bruna_002768@sgasoft.com.br,2008-01-24,2024-06-07,300.0,Feminino,73,54
2771,87079761948,FRANCISCO MIRANDA JESUS RAMOS,2062-04-23,CLIENTE ATIVO,,00000000,JOSE BRANDAO,CAETE,MG,8186718877,31955051411,francisco_002771@sgasoft.com.br,1996-03-29,2024-07-06,1200.0,Masculino,43,62
2775,04087708306,ANA ABREU FOGACA ALMEIDA,2064-11-11,CLIENTE ATIVO,,00000000,PEDRA BRANCA,CAETE,MG,7176111781,39993490700,ana_002775@sgasoft.com.br,1997-02-17,2024-08-08,800.0,Feminino,15,60
2779,31996736787,MIRELLA CORREIA FERREIRA MENEZES,2066-09-10,CLIENTE ATIVO,,34535060,PACIENCIA,SABARA,MG,9199222222,37997075747,mirella_002779@sgasoft.com.br,1996-02-10,2024-08-19,500.0,Feminino,76,58
2793,73903856002,GABRIEL TEIXEIRA ELIAS MARTINS,2067-09-19,CLIENTE ATIVO,,33010120,MOREIRA,SANTA LUZIA,MG,7176726216,,gabriel_002793@sgasoft.com.br,1995-12-13,2024-04-11,800.0,Masculino,114,57
2794,78930695620,DIEGO JESUS GOMES NOGUEIRA,2062-01-15,CLIENTE ATIVO,,34505010,FOGO APAGOU,SABARA,MG,7176791167,,diego_002794@sgasoft.com.br,1996-02-06,2024-09-05,300.0,Masculino,153,63
2799,09966352627,LEANDRO SANTANA PINTO COELHO,2065-06-21,CLIENTE ATIVO,,32113030,SAO JOAQUIM,CONTAGEM,MG,,999537309,leandro_002799@sgasoft.com.br,1995-09-19,2024-11-30,600.0,Masculino,179,59
2800,14993092288,BARBARA FRANCO SANTIAGO NASCIMENTO,2064-03-15,CLIENTE ATIVO,,34505010,VILA ESPERANCA,SABARA,MG,,30935900799,barbara_002800@sgasoft.com.br,1996-02-12,2024-07-05,660.0,Feminino,127,60
2802,22947551460,BENJAMIN MOREIRA QUEIROZ MARTINS,2063-09-30,CLIENTE ATIVO,,32042020,SAO GONCALO,CONTAGEM,MG,6166751259,35990395043,benjamin_002802@sgasoft.com.br,1997-12-24,2024-09-28,0.0,Masculino,205,61
2803,37974290021,DOUGLAS MONTEIRO COSTA ALVES,2068-04-17,CLIENTE ATIVO,,34505120,CENTRO,SABARA,MG,,35994039509,douglas_002803@sgasoft.com.br,1996-02-09,2024-11-30,800.0,Masculino,166,56
2804,31901929604,CAROLINA CAMPOS XAVIER MOREIRA,2064-12-25,CLIENTE ATIVO,,34505010,PADRE CHIQUINHO,SABARA,MG,6166712697,,carolina_002804@sgasoft.com.br,1995-12-13,2024-09-04,300.0,Feminino,82,60
2806,50855498803,VANESSA SANTOS ABREU MOURA,2073-01-24,CLIENTE ATIVO,,34505330,CENTRO,SABARA,MG,988912169,,vanessa_002806@sgasoft.com.br,2008-01-26,2024-06-03,600.0,Feminino,37,52
2808,68800967000,RAUL ANDRADE CAMPOS HORTA,2061-02-05,CLIENTE ATIVO,,33010120,MOREIRA,SANTA LUZIA,MG,6166761617,995590474,raul_002808@sgasoft.com.br,1995-09-19,2024-05-03,300.0,Masculino,91,64
2816,73819149996,HELENA. SANTOS ABREU SOUZA,2065-04-30,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,,37999774744,helena._002816@sgasoft.com.br,1995-09-23,2024-05-04,800.0,Feminino,142,59
2817,87836889513,JACKSON OLIVEIRA BORGES ALBUQUERQUE,2054-11-11,CLIENTE ATIVO,,35300000,NOSSA SRA DO O,SABARA,MG,86711891,38784390,jackson_002817@sgasoft.com.br,1996-04-16,2024-10-23,0.0,Masculino,189,70
2822,19871546572,STELLA BONFIM RODRIGUES ABREU,2055-02-07,CLIENTE ATIVO,,34525000,PRAIA DOS BANDEIRANT,SABARA,MG,9196767967,,stella_002822@sgasoft.com.br,1997-06-03,2024-05-07,600.0,Feminino,68,69
2828,55834042139,ELISA TEIXEIRA RAMOS LIMA,2062-03-16,CLIENTE ATIVO,,34505010,BANDEIRANTES,SABARA,MG,9196719978,32933923034,elisa_002828@sgasoft.com.br,1996-05-22,2024-11-28,900.0,Feminino,152,62
2832,72742980547,MARCELO ELIAS PIRES DUARTE,2066-02-17,CLIENTE ATIVO,,34515480,VILA SANTO ANTO,SABARA,MG,,39997999993,marcelo_002832@sgasoft.com.br,1996-12-21,2024-11-16,0.0,Masculino,184,58
2833,86769719002,CAMILA ALBUQUERQUE LEAL FONSECA,2047-04-12,CLIENTE ATIVO,,34590270,NACOES UNIDAS,SABARA,MG,9126768696,39900000490,camila_002833@sgasoft.com.br,1996-06-05,2024-11-29,1000.0,Feminino,233,77
2834,81797459619,MARCELA VIEIRA LIMA CASTRO,2068-10-13,CLIENTE ATIVO,,34515040,VILA SANTA CRUZ,SABARA,MG,9196718968,37934377739,marcela_002834@sgasoft.com.br,2005-05-11,2024-06-21,500.0,Feminino,53,56
2835,95724188236,NICOLE SIQUEIRA RIBEIRO RAMOS,2068-05-25,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,9196711912,37997303873,nicole_002835@sgasoft.com.br,1996-08-02,2024-10-05,700.0,Feminino,118,56
2840,06796631692,LUCAS FERREIRA CORREIA VIEIRA,2066-04-21,CLIENTE ATIVO,,35660370,SAO CRISTOVAO,PARA DE MINAS,MG,86711986,34997733995,lucas_002840@sgasoft.com.br,1995-12-23,2024-11-28,0.0,Masculino,266,58
2844,23704678007,LUCAS RAMOS DUARTE GOMES,1990-10-07,CLIENTE ATIVO,,34515300,NOSSA SENHORA DO E,SABARA,MG,992829292,38994340495,lucas_002844@sgasoft.com.br,2008-01-30,2024-11-18,500.0,Masculino,37,34
2847,46785877806,MARIANE ABREU QUEIROZ LOPES,2061-06-15,CLIENTE ATIVO,,34525070,CORREGO DA ILHA,SABARA,MG,8186712769,37995493777,mariane_002847@sgasoft.com.br,1995-09-15,2024-06-19,400.0,Feminino,143,63
2851,63794704258,LUCCA GONCALVES SIQUEIRA FREITAS,2061-10-07,CLIENTE ATIVO,,34515690,MORADA DA SERRA,SABARA,MG,8186711888,34995774749,lucca_002851@sgasoft.com.br,1997-03-17,2024-07-18,700.0,Masculino,109,63
2857,09656201744,CLARISSA ARAUJO ELIAS BARBOSA,1984-10-08,CLIENTE ATIVO,,34590180,NACOES UNIDAS,SABARA,MG,87929228,,clarissa_002857@sgasoft.com.br,2008-02-01,2024-02-26,0.0,Feminino,18,40
2859,18611670914,FELIPE MELO GOMES MARTINS,2066-01-06,CLIENTE ATIVO,,34800000,J. BANDEIRANTE,CAETE,MG,992762812,,felipe_002859@sgasoft.com.br,1996-03-12,2024-03-14,580.0,Masculino,65,59
2869,68672368550,CARLOS PINTO SANTIAGO CUNHA,1978-12-11,CLIENTE ATIVO,,34525000,PRAIA DOS BANDEIRANT,SABARA,MG,7176778981,34999334533,carlos_002869@sgasoft.com.br,2008-02-06,2024-11-23,300.0,Masculino,50,46
2888,80587307854,LAURA CORREIA SARAIVA MARQUES,2067-12-27,CLIENTE ATIVO,,34515690,CONJUNTO MORADA DA S,SABARA,MG,8186788819,37995940745,laura_002888@sgasoft.com.br,1996-06-29,2024-08-13,900.0,Feminino,70,57
2892,08596335196,LEANDRO FREITAS CAMPOS CUNHA,2066-12-13,CLIENTE ATIVO,,34515580,PADRE CHIQUINHO,SABARA,MG,986817677,39444770,leandro_002892@sgasoft.com.br,1995-12-01,2024-06-13,640.0,Masculino,154,58
2895,27522256798,WANDERSON RAMOS ALVES MORAES,2071-01-13,CLIENTE ATIVO,,34505010,ADELMOLANDIA,SABARA,MG,9196779267,37937393093,wanderson_002895@sgasoft.com.br,1996-06-08,2024-10-03,0.0,Masculino,238,54
2899,54430284130,VANESSA CALDAS FOGACA COELHO,2066-06-12,CLIENTE ATIVO,,35300000,ALTO CABRAL,SABARA,MG,,35923459552,vanessa_002899@sgasoft.com.br,1997-12-12,2024-10-10,900.0,Feminino,103,58
2901,63484753366,CECILIA DANTAS SOUSA TEIXEIRA,2066-12-22,CLIENTE ATIVO,,00000000,EMBOABAS,CAETE,MG,8189661661,33995343739,cecilia_002901@sgasoft.com.br,1997-05-10,2024-12-04,1800.0,Feminino,89,58
2907,09457159861,CARLOS BONFIM RAMOS PEIXOTO,2067-09-09,CLIENTE ATIVO,,34505075,CENTRO,SABARA,MG,7176771887,35997777030,carlos_002907@sgasoft.com.br,1999-12-29,2024-11-16,1000.0,Masculino,282,57
2908,03474899406,MATHEUS OLIVEIRA DANTAS LISBOA,2064-10-12,CLIENTE ATIVO,,34505710,SIDERURGICA,SABARA,MG,7176726668,944504740,matheus_002908@sgasoft.com.br,1996-03-06,2024-11-06,500.0,Masculino,97,60
2909,17401628031,ANDRE SILVEIRA PECANHA BARROS,2057-12-22,CLIENTE ATIVO,,30000000,AGUAS FERREAS,SABARA,MG,6166712972,37996334573,andre_002909@sgasoft.com.br,1998-02-21,2024-10-25,900.0,Masculino,163,67
2913,35410556429,OTAVIO FERNANDES FOGACA PEREIRA,2067-03-17,CLIENTE ATIVO,OUTROS,31370000,GARCAS,BELO HORIZONTE,MG,2129119162,34994455507,otavio_002913@sgasoft.com.br,1995-12-13,2024-10-05,800.0,Masculino,90,57
2918,66345223409,RICARDO FONSECA SANTIAGO CARVALHO,2062-02-06,CLIENTE ATIVO,,34535020,PACIENCIA,SABARA,MG,,33977475735,ricardo_002918@sgasoft.com.br,2008-02-08,2024-12-04,900.0,Masculino,104,63
2920,75309791671,GISELE MENDES LIMA PINHEIRO,1980-11-18,CLIENTE ATIVO,,34505550,CENTRO,SABARA,MG,2126722811,30947045374,gisele_002920@sgasoft.com.br,2008-02-09,2024-04-13,0.0,Feminino,31,44
2925,21334641587,HENRIQUE VARGAS FONSECA DANTAS,2054-05-27,CLIENTE ATIVO,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,2126612829,37994047945,henrique_002925@sgasoft.com.br,1998-10-15,2024-11-09,480.0,Masculino,23,70
2939,02213912823,EMANUEL CASTRO SANTOS PEIXOTO,2069-01-16,CLIENTE ATIVO,,34505240,VILA ESPERANCA,SABARA,MG,3136712836,35975055535,emanuel_002939@sgasoft.com.br,1997-08-06,2024-11-14,520.0,Masculino,105,56
2940,16240752401,TAINA MARQUES PEREIRA MELO,2072-07-09,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,,35955557034,taina_002940@sgasoft.com.br,1995-12-11,2024-11-18,0.0,Feminino,356,52
2943,39222950291,MARIANA RIBEIRO MOURA DANTAS,2066-03-23,CLIENTE ATIVO,,00000000,CIDADE JARDIM,CAETE,MG,,30955755337,mariana_002943@sgasoft.com.br,1995-12-30,2024-08-10,1200.0,Feminino,53,58
2944,33259689885,ALEXANDRE MELO MONTEIRO PEIXOTO,1989-11-23,CLIENTE ATIVO,,32042020,SAO GONCALO,CONTAGEM,MG,96221111,39995850394,alexandre_002944@sgasoft.com.br,2008-02-11,2024-09-06,700.0,Masculino,74,35
2946,42203158026,RAFAEL CARVALHO SIQUEIRA MARQUES,2071-11-19,CLIENTE ATIVO,,34505010,SIDERURGICA,SABARA,MG,3136773813,38997738593,rafael_002946@sgasoft.com.br,1997-08-08,2024-10-08,990.0,Masculino,100,53
2951,07192576115,LEANDRO HORTA CARVALHO SANTIAGO,2068-06-19,CLIENTE ATIVO,,34505680,ALTO DO CABRAL,SABARA,MG,9196726699,37999375374,leandro_002951@sgasoft.com.br,1998-04-30,2024-03-20,500.0,Masculino,72,56
2958,57182602300,LEANDRO ALBUQUERQUE SANTANA FERREIRA,2073-03-18,CLIENTE ATIVO,,34515620,CAMPO STO ANTONIO,SABARA,MG,,36979573663,leandro_002958@sgasoft.com.br,2008-02-12,2024-11-27,500.0,Masculino,71,51
2960,66146171506,CECILIA CAVALCANTI SANTOS VARGAS,2069-09-20,CLIENTE ATIVO,OUTROS,30110000,CENTRO,BELO HORIZONTE,MG,1116764446,35994470055,cecilia_002960@sgasoft.com.br,1996-01-31,2024-11-18,300.0,Feminino,61,55
2970,29017515473,OLIVIA SILVA SAMPAIO LIMA,2067-03-27,CLIENTE ATIVO,,34505010,FOGO APAGO,SABARA,MG,,39997479374,olivia_002970@sgasoft.com.br,1997-10-11,2024-11-07,300.0,Feminino,70,57
2971,23034245009,MATHEUS MENDES RODRIGUES COELHO,2042-03-16,CLIENTE ATIVO,,01400000,PACIENCIA,SABARA,MG,2126716998,39990249040,matheus_002971@sgasoft.com.br,1996-02-22,2024-11-19,300.0,Masculino,148,82
2976,97087131478,ENZO BARROS RIBEIRO SARAIVA,2058-10-07,CLIENTE ATIVO,CASADO,31130000,CONCORDIA,BELO HORIZONTE,MG,2126812298,31993141977,enzo_002976@sgasoft.com.br,1996-04-04,2024-08-30,1200.0,Masculino,80,66
2977,01004861001,LEANDRO ALVES QUEIROZ CORREIA,2069-04-06,CLIENTE ATIVO,,34800000,BONSUCESSO,CAETE,MG,984822927,,leandro_002977@sgasoft.com.br,2008-02-13,2024-10-14,980.0,Masculino,86,55
2982,33049538929,MARIANE LEAL CALDAS MOURA,2065-11-29,CLIENTE ATIVO,,34505600,CENTRO,SABARA,MG,6166714687,35995044949,mariane_002982@sgasoft.com.br,1996-04-22,2024-09-11,0.0,Feminino,144,59
2983,37977367548,JOAQUIM ALVES BORGES DANTAS,1976-03-10,CLIENTE ATIVO,,34525310,MORRO DA CRUZ,SABARA,MG,,33965566533,joaquim_002983@sgasoft.com.br,2008-02-13,2024-11-23,800.0,Masculino,79,48
2984,42994007126,PAULO RODRIGUES SANTOS LIMA,1983-12-15,CLIENTE ATIVO,,34590360,NACOES UNIDAS,SABARA,MG,19,35999475335,paulo_002984@sgasoft.com.br,2008-02-14,2024-08-12,550.0,Masculino,31,41
2985,56921836762,SAMUEL VARGAS CAVALCANTI GONCALVES,2056-11-05,CLIENTE ATIVO,,34505550,CENTRO,SABARA,MG,6166782899,35995594334,samuel_002985@sgasoft.com.br,1995-12-13,2024-11-18,0.0,Masculino,170,68
2986,50958566380,ANA LIMA CAVALCANTI JESUS,2067-03-10,CLIENTE ATIVO,,34505010,PACIENCIA,SABARA,MG,6166716886,34993949543,ana_002986@sgasoft.com.br,1995-12-02,2024-11-30,300.0,Feminino,64,57
2987,65975205999,BENJAMIN SA ALMEIDA PINHEIRO,1987-09-02,CLIENTE ATIVO,,34525270,CORREGO DA ILHA,SABARA,MG,,35933343773,benjamin_002987@sgasoft.com.br,2008-02-15,2024-11-30,0.0,Masculino,156,37
2988,69902034551,MARCELA SOUSA FRANCO MENEZES,2067-09-18,CLIENTE ATIVO,,32042020,SAO GONCALO,CONTAGEM,MG,1116716211,34997333355,marcela_002988@sgasoft.com.br,1997-12-22,2024-05-18,850.0,Feminino,173,57
2990,87966403750,PATRICIA SILVA CAMPOS FOGACA,2068-09-06,CLIENTE ATIVO,,35300000,BANDEIRANTES,SABARA,MG,6711669,,patricia_002990@sgasoft.com.br,1996-04-01,2024-05-22,400.0,Feminino,107,56
2992,96910972902,SOPHIA MORAES DANTAS SA,2067-12-17,CLIENTE ATIVO,,35300000,SIDERURGICA,SABARA,MG,9196726766,,sophia_002992@sgasoft.com.br,1996-02-06,2024-05-27,300.0,Feminino,109,57
2995,19992170719,CAUA ROCHA ARAUJO ALBUQUERQUE,2060-05-19,CLIENTE ATIVO,,00000000,JOSE BRANDAO,CAETE,MG,,39999007930,caua_002995@sgasoft.com.br,1998-02-13,2024-06-12,680.0,Masculino,94,64
2996,13929900335,MARCELA MARTINS SOUSA DUARTE,2068-03-29,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,7176717999,30990400790,marcela_002996@sgasoft.com.br,1995-12-02,2024-09-14,400.0,Feminino,82,56
3006,27852922783,MATHEUS JESUS ARAUJO DUARTE,1986-04-18,CLIENTE ATIVO,,41120000,PERNAMBUES,SALVADOR,BA,2126811228,,matheus_003006@sgasoft.com.br,2008-02-16,2024-12-03,1800.0,Masculino,296,38
3014,72778898514,CAIO GONCALVES MARQUES FERNANDES,2066-02-26,CLIENTE ATIVO,OUTROS,32042020,SAO GONCALO,CONTAGEM,MG,,30993959397,caio_003014@sgasoft.com.br,1996-02-03,2024-09-20,300.0,Masculino,23,58
3015,86795637140,NICOLE CASTRO LIMA CUNHA,2069-03-24,CLIENTE ATIVO,,34505010,CORREGO DA ILHA,SABARA,MG,7176727982,,nicole_003015@sgasoft.com.br,1996-02-08,2024-06-03,0.0,Feminino,123,55
3016,81723366757,ANA MONTEIRO FREITAS GOMES,2046-09-17,CLIENTE ATIVO,,30550000,SALGADO FILHO,BELO HORIZONTE,MG,7176717778,,ana_003016@sgasoft.com.br,1996-03-05,2024-02-05,400.0,Feminino,75,78
3027,58721430284,AMANDA MARTINS DUARTE PEIXOTO,2064-06-05,CLIENTE ATIVO,,34525070,CORREGO DA ILHA,SABARA,MG,999987919,,amanda_003027@sgasoft.com.br,1996-07-20,2024-07-24,300.0,Feminino,79,60
3028,62758269830,THIAGO MARTINS CAVALCANTI HORTA,2068-11-19,CLIENTE ATIVO,,34600000,NOSSA SENHORA DE FAT,SABARA,MG,97166776,32747377,thiago_003028@sgasoft.com.br,1997-12-11,2024-04-26,700.0,Masculino,88,56
3030,30628786816,BRUNA CALDAS BARBOSA RAMOS,2064-04-03,CLIENTE ATIVO,,34515420,ESPLANADA,SABARA,MG,7176791197,36994099994,bruna_003030@sgasoft.com.br,1999-11-06,2024-10-26,300.0,Feminino,105,60
3031,45655525313,BIANCA PEREIRA GOMES PECANHA,2046-12-02,CLIENTE ATIVO,,35300000,SIDERURGICA,SABARA,MG,6166872217,,bianca_003031@sgasoft.com.br,1996-02-14,2024-11-07,900.0,Feminino,203,78
3038,85635751555,MURILO MARTINS ARAUJO DIAS,1981-07-13,CLIENTE ATIVO,,34525070,CORREGO DA ILHA,SABARA,MG,7176737179,35995537530,murilo_003038@sgasoft.com.br,2008-02-18,2024-10-28,500.0,Masculino,52,43
3039,99662490108,LUCAS ANDRADE DANTAS JESUS,2065-04-27,CLIENTE ATIVO,,33110000,CONJUNTO CRISTINA (S,SANTA LUZIA,MG,9196788186,994534073,lucas_003039@sgasoft.com.br,1996-01-03,2024-09-20,0.0,Masculino,180,59
3062,07455083750,BEATRIZ RIBEIRO MIRANDA CUNHA,1991-01-16,CLIENTE ATIVO,,34525650,ARRAIAL VELHO,SABARA,MG,99596676,34999590070,beatriz_003062@sgasoft.com.br,2008-02-22,2024-07-01,600.0,Feminino,34,34
3067,38391750701,ANDRE MARTINS FREITAS PECANHA,2062-06-04,CLIENTE ATIVO,OUTROS,34515360,ESPLANADA,SABARA,MG,1116726861,30990373000,andre_003067@sgasoft.com.br,1997-11-10,2024-10-30,550.0,Masculino,103,62
3079,00316553867,DAVI TEIXEIRA SILVA CAVALCANTI,2070-09-24,CLIENTE ATIVO,,34505862,M SAO FRANCISCO,SABARA,MG,,34995744375,davi_003079@sgasoft.com.br,1996-08-10,2024-11-30,0.0,Masculino,176,54
3083,27224581283,FERNANDA JESUS CAMPOS SILVA,2044-07-31,CLIENTE ATIVO,,34535130,AGUA FERREA,SABARA,MG,1119772177,34954034343,fernanda_003083@sgasoft.com.br,2008-02-22,2024-11-05,600.0,Feminino,78,80
3087,41257513745,SAMUEL MARTINS LIMA BARBOSA,2069-02-20,CLIENTE ATIVO,,31620000,EUROPA,BELO HORIZONTE,MG,,35997404094,samuel_003087@sgasoft.com.br,2008-02-23,2024-10-11,600.0,Masculino,76,55
3091,68165541161,BENJAMIN PEREIRA ALBUQUERQUE SOUSA,2051-09-04,CARTA SPC,,34505010,RAVENOPOLIS,RAVENA,MG,96729189,999379373,benjamin_003091@sgasoft.com.br,1995-09-29,2024-10-29,600.0,Masculino,111,73
3101,22136985035,LEONARDO FERNANDES BONFIM PINHEIRO,2067-12-24,CLIENTE ATIVO,,34525425,ADELMOLANDIA,SABARA,MG,8189228962,38988959450,leonardo_003101@sgasoft.com.br,1996-04-04,2024-11-14,0.0,Masculino,579,57
3102,36163614607,EDUARDO CARDOSO BARBOSA MORAES,2046-01-05,CLIENTE ATIVO,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,,37944779337,eduardo_003102@sgasoft.com.br,1995-09-23,2024-08-12,600.0,Masculino,95,79
3104,45118183804,HENRIQUE JESUS QUEIROZ CASTRO,2059-03-07,CLIENTE ATIVO,OUTROS,35300000,MORADA DA SERRA,SABARA,MG,,33993343337,henrique_003104@sgasoft.com.br,1997-03-31,2024-11-29,0.0,Masculino,209,65
3106,53172642003,LUCCA FERREIRA SAMPAIO SILVA,2067-01-22,CLIENTE ATIVO,,34535060,PACIENCIA,SABARA,MG,,35999977444,lucca_003106@sgasoft.com.br,1996-02-03,2024-11-16,0.0,Masculino,97,58
3118,20976009480,MARCELA NOGUEIRA ALMEIDA PIRES,2055-03-09,CLIENTE ATIVO,,30110000,CENTRO,BELO HORIZONTE,MG,8189227897,,marcela_003118@sgasoft.com.br,1996-12-03,2024-08-06,300.0,Feminino,60,69
3121,43957207223,CAMILA FRANCO DIAS SIQUEIRA,2069-10-20,CLIENTE ATIVO,,34505010,FOGO APAGOU,SABARA,MG,1116711111,,camila_003121@sgasoft.com.br,1995-09-25,2024-07-27,300.0,Feminino,107,55
3122,48984947814,BRUNO BARBOSA FRANCO LOPES,2053-01-14,CLIENTE ATIVO,,34545440,SANTANA,SABARA,MG,,39440404,bruno_003122@sgasoft.com.br,1996-01-04,2024-11-06,0.0,Masculino,318,72
3123,52911776402,LORENZO BEZERRA BARROS LIMA,2068-06-07,CLIENTE ATIVO,,34505010,CAMPO STO ANTON,SABARA,MG,997621771,953933595,lorenzo_003123@sgasoft.com.br,1996-07-13,2024-06-15,300.0,Masculino,32,56
3127,79919614866,ELISA PINHEIRO VIEIRA BEZERRA,2048-05-03,CLIENTE ATIVO,,34505010,ESPLANADA,SABARA,MG,9196726919,30970550950,elisa_003127@sgasoft.com.br,1996-02-03,2024-11-12,500.0,Feminino,104,76
3128,84847443454,MARCELO SAMPAIO PEREIRA JESUS,2047-10-08,CLIENTE ATIVO,,34505550,CENTRO,SABARA,MG,,30999757797,marcelo_003128@sgasoft.com.br,1996-02-05,2024-07-27,900.0,Masculino,222,77
3131,07828641206,VANESSA CARVALHO DINIZ MARQUES,2064-08-31,CLIENTE ATIVO,,32042020,SAO GONCALO,CONTAGEM,MG,2126711626,34994304434,vanessa_003131@sgasoft.com.br,1997-01-07,2024-10-17,0.0,Feminino,304,60
3133,15882010314,NATALIA MORAES SANTOS CARVALHO,2070-07-14,CLIENTE ATIVO,,34505150,SAO FRANCISCO,SABARA,MG,9196711819,37999074539,natalia_003133@sgasoft.com.br,1995-12-02,2024-09-17,700.0,Feminino,111,54
3135,24836579589,HELENA. BARBOSA MARTINS CARVALHO,2053-06-17,CLIENTE ATIVO,,33010120,MOREIRA,SANTA LUZIA,MG,9196372267,35999059555,helena._003135@sgasoft.com.br,1995-09-29,2024-12-02,0.0,Feminino,150,71
3136,38863318140,MIRELLA SANTANA ALVES CARDOSO,2064-02-22,CLIENTE ATIVO,,34505600,CENTRO,SABARA,MG,9196172999,35975555597,mirella_003136@sgasoft.com.br,1995-12-29,2024-11-22,500.0,Feminino,146,60
3139,65777539467,MURILO TEIXEIRA NOGUEIRA ANDRADE,2055-02-11,CLIENTE ATIVO,,40720000,PERIPERI,SALVADOR,BA,,30953004700,murilo_003139@sgasoft.com.br,1997-02-06,2024-08-07,900.0,Masculino,92,69
3142,88759737255,LAURA CASTRO PINTO FONSECA,2051-02-17,CLIENTE ATIVO,,34505220,VILA ESPERANCA,SABARA,MG,2126799262,,laura_003142@sgasoft.com.br,1995-12-19,2024-02-06,300.0,Feminino,129,73
3144,97713206450,LAURA MARQUES PINTO ALMEIDA,2067-05-01,CLIENTE ATIVO,,34505010,VILA SANTA CRUZ,SABARA,MG,2126791696,37975277772,laura_003144@sgasoft.com.br,1996-07-13,2024-09-16,350.0,Feminino,165,57
3149,28648973422,BARBARA SARAIVA MARTINS SANTIAGO,2070-05-21,CLIENTE ATIVO,OUTROS,30310000,SION,BELO HORIZONTE,MG,2126721191,34999440505,barbara_003149@sgasoft.com.br,1995-12-05,2024-10-07,900.0,Feminino,81,54
3160,86646047979,LORENA RODRIGUES DIAS ROCHA,1985-12-20,CLIENTE ATIVO,,32113030,SAO JOAQUIM,CONTAGEM,MG,998626271,,lorena_003160@sgasoft.com.br,2008-02-28,2024-10-18,680.0,Feminino,113,39
3161,90674876512,ANA QUEIROZ PINTO RAMOS,2072-01-13,CLIENTE ATIVO,,35300000,ADELMOLANDIA II,SABARA,MG,1116271892,37994070447,ana_003161@sgasoft.com.br,1997-11-29,2024-08-31,400.0,Feminino,68,53
3163,09628245775,NATALIA MOURA BONFIM CARVALHO,1991-05-19,CARTA SPC,,34600520,NOSSA SENHORA DE FAT,SABARA,MG,,979047023,natalia_003163@sgasoft.com.br,2008-02-29,2024-11-01,300.0,Feminino,4,33
3165,17572704930,MARCELA BEZERRA MOREIRA FOGACA,2070-09-11,CLIENTE ATIVO,,34505010,CAIEIRA,SABARA,MG,,34995004537,marcela_003165@sgasoft.com.br,1996-01-08,2024-11-29,500.0,Feminino,98,54
3169,67477233925,VINICIUS FONSECA DINIZ SANTIAGO,2054-03-08,CLIENTE ATIVO,,34555000,CAIEIRA,SABARA,MG,7176718882,33937750035,vinicius_003169@sgasoft.com.br,1996-07-02,2024-10-08,600.0,Masculino,83,70
3171,76421602169,THIAGO ARAUJO RIBEIRO SARAIVA,2057-03-20,CLIENTE ATIVO,,34515500,VILA SANTO ANTONIO D,SABARA,MG,2126727127,37999707000,thiago_003171@sgasoft.com.br,2008-02-29,2024-08-06,300.0,Masculino,14,67
3180,35475307504,CECILIA NOGUEIRA ALBUQUERQUE PEREIRA,2068-01-12,CLIENTE ATIVO,,00000000,VILA DAS FLORES,CAETE,MG,7176218798,35900333757,cecilia_003180@sgasoft.com.br,1998-03-07,2024-09-14,1500.0,Feminino,160,57
3184,52374234851,RAFAEL PINHEIRO SANTANA PEIXOTO,2069-08-01,CLIENTE ATIVO,,34505010,CAIEIRA,SABARA,MG,,39995305033,rafael_003184@sgasoft.com.br,1995-12-06,2024-11-27,700.0,Masculino,120,55
3190,98346731400,ELISA FONSECA SANTANA FERNANDES,2053-05-29,CLIENTE ATIVO,,34505010,PACIENCIA,SABARA,MG,2126713727,37999397937,elisa_003190@sgasoft.com.br,1995-12-30,2024-10-31,0.0,Feminino,287,71
3197,69277837411,LUIZA QUEIROZ ROCHA TEIXEIRA,1980-10-04,CLIENTE ATIVO,,34800000,PENEDIA,CAETE,MG,86666296,,luiza_003197@sgasoft.com.br,2008-03-04,2024-11-16,900.0,Feminino,48,44
